Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
FU3,ESP32-C3-WROOM-02 (Espressif Systems),ESP-WROOM-02,125.000000,-7.000000,180.000000,bottom
KU2,ESP32-S3-WROOM-1-N16R8 (Espressif Systems),ESP32-S3-WROOM-1,100.000000,-74.000000,180.000000,bottom
LU3,ESP32-S3-WROOM-1-N16R8 (Espressif Systems),ESP32-S3-WROOM-1,125.000000,-39.000000,180.000000,bottom
