Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
CJ1,B2B-PH-K (JST),JST_PH_B2B-PH-K_1x02_P2.00mm_Vertical,-33.080000,-134.200000,180.000000,bottom
CJ3,B2B-PH-K (JST),JST_PH_B2B-PH-K_1x02_P2.00mm_Vertical,-7.080000,-134.200000,180.000000,bottom
CU2,ESP32-S3-WROOM-1-N16R8 (Espressif Systems),ESP32-S3-WROOM-1,-19.080000,-165.200000,0.000000,bottom
