Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J1,Conn_01x24,Hirose_FH12-24S-0.5SH_1x24-1MP_P0.50mm_Horizontal,150.95,-100.0,90.0,top
J2,Conn_01x24,Hirose_FH12-24S-0.5SH_1x24-1MP_P0.50mm_Horizontal,158.0,-100.0,270.0,top
