set_voltage,set_current_min,set_current_max,adc_voltage,adc_current,meas_voltage,meas_current
16.35,-0.5,0.5,1927114,-1262,16.3608,0.00182
16.4,-0.5,0.5,1933500,-1233,16.4145,0.00181
16.45,-0.5,0.5,1939659,-1281,16.4669,0.00183
16.5,-0.5,0.5,1946023,-1290,16.5209,0.00179
16.55,-0.5,0.5,1952304,-1313,16.5741,0.00178
16.6,-0.5,0.5,1956507,-1312,16.6098,0.00178
16.65,-0.5,0.5,1962920,-1324,16.6641,0.00177
16.7,-0.5,0.5,1969305,-1340,16.7180,0.00179
16.75,-0.5,0.5,1975413,-1316,16.7701,0.00177
16.8,-0.5,0.5,1981576,-1358,16.8223,0.00171
16.85,-0.5,0.5,1987637,-1341,16.8737,0.00176
16.9,-0.5,0.5,1993624,-1403,16.9245,0.00169
16.95,-0.5,0.5,1997763,-1400,16.9596,0.00167
17.0,-0.5,0.5,2003782,-1419,17.0106,0.00169
17.05,-0.5,0.5,2009926,-1446,17.0627,0.00165
17.1,-0.5,0.5,2016077,-1437,17.1156,0.00167
17.15,-0.5,0.5,2022095,-1431,17.1659,0.00167
17.2,-0.5,0.5,2028215,-1412,17.2178,0.00169
17.25,-0.5,0.5,2032425,-1469,17.2535,0.00163
17.3,-0.5,0.5,2038594,-1526,17.3058,0.00159
17.35,-0.5,0.5,2044711,-1556,17.3576,0.00156
17.4,-0.5,0.5,2050865,-1541,17.4097,0.00157
17.45,-0.5,0.5,2056942,-1595,17.4613,0.00153
17.5,-0.5,0.5,2063170,-1579,17.5141,0.00154
17.55,-0.5,0.5,2069238,-1567,17.5656,0.00155
17.6,-0.5,0.5,2073331,-1603,17.6003,0.00152
17.65,-0.5,0.5,2079596,-1693,17.6527,0.00144
17.7,-0.5,0.5,2085683,-1707,17.7050,0.00143
17.75,-0.5,0.5,2091775,-1695,17.7572,0.00144
17.8,-0.5,0.5,2098411,-1733,17.8129,0.00140
17.85,-0.5,0.5,2104792,-1745,17.8669,0.00140
17.9,-0.5,0.5,2111339,-1707,17.9226,0.00143
17.95,-0.5,0.5,2115585,-1735,17.9586,0.00140
18.0,-0.5,0.5,2122001,-1735,18.0133,0.00138
18.05,-0.5,0.5,2128431,-1728,18.0675,0.00138
18.1,-0.5,0.5,2134779,-1755,18.1213,0.00138
18.15,-0.5,0.5,2141293,-1735,18.1765,0.00137
18.2,-0.5,0.5,2147809,-1729,18.2318,0.00141
18.25,-0.5,0.5,2154301,-1758,18.2866,0.00138
18.3,-0.5,0.5,2158573,-1745,18.3232,0.00139
18.35,-0.5,0.5,2165082,-1780,18.3782,0.00136
18.4,-0.5,0.5,2171514,-1759,18.4328,0.00138
18.45,-0.5,0.5,2177901,-1780,18.4871,0.00136
18.5,-0.5,0.5,2184486,-1823,18.5422,0.00132
18.55,-0.5,0.5,2190768,-1837,18.5960,0.00131
18.6,-0.5,0.5,2197270,-1862,18.6512,0.00129
18.65,-0.5,0.5,2201479,-1847,18.6870,0.00130
18.7,-0.5,0.5,2207856,-1896,18.7409,0.00126
18.75,-0.5,0.5,2214255,-1880,18.7952,0.00127
18.8,-0.5,0.5,2220707,-1923,18.8499,0.00123
18.85,-0.5,0.5,2227275,-1941,18.9056,0.00122
18.9,-0.5,0.5,2233826,-1938,18.9612,0.00121
18.95,-0.5,0.5,2237980,-1983,18.9963,0.00118
19.0,-0.5,0.5,2244098,-1981,19.0482,0.00118
19.05,-0.5,0.5,2250374,-2008,19.1011,0.00116
19.1,-0.5,0.5,2256419,-1994,19.1526,0.00117
19.15,-0.5,0.5,2262476,-2010,19.2042,0.00117
19.2,-0.5,0.5,2268667,-2008,19.2564,0.00116
19.25,-0.5,0.5,2274679,-2004,19.3075,0.00116
19.3,-0.5,0.5,2278760,-2040,19.3421,0.00113
19.35,-0.5,0.5,2285022,-2093,19.3952,0.00108
19.4,-0.5,0.5,2291136,-2104,19.4470,0.00107
19.45,-0.5,0.5,2297085,-2083,19.4975,0.00105
19.5,-0.5,0.5,2303385,-2106,19.5509,0.00107
19.55,-0.5,0.5,2309574,-2126,19.6034,0.00107
19.6,-0.5,0.5,2315779,-2119,19.6560,0.00106
19.65,-0.5,0.5,2319973,-2107,19.6912,0.00107
19.7,-0.5,0.5,2326096,-2132,19.7435,0.00105
19.75,-0.5,0.5,2332310,-2177,19.7961,0.00101
19.8,-0.5,0.5,2338388,-2169,19.8477,0.00102
19.85,-0.5,0.5,2344565,-2191,19.8999,0.00100
19.9,-0.5,0.5,2350799,-2220,19.9532,0.00096
19.95,-0.5,0.5,2356938,-2223,20.0050,0.00097
