set_voltage,set_current_min,set_current_max,adc_voltage,adc_current,meas_voltage,meas_current
12.36,-0.1,0.1,1456547,-38911,12.3707,-0.03479
12.38,-0.1,0.1,1458567,-38927,12.3878,-0.03480
12.4,-0.1,0.1,1460571,-38914,12.4048,-0.03479
12.42,-0.1,0.1,1462579,-38919,12.4218,-0.03480
12.44,-0.1,0.1,1464614,-38888,12.4391,-0.03477
12.46,-0.1,0.1,1466640,-38917,12.4562,-0.03477
12.48,-0.1,0.1,1468583,-38877,12.4727,-0.03476
12.5,-0.1,0.1,1470673,-38908,12.4904,-0.03479
12.52,-0.1,0.1,1474663,-38919,12.5243,-0.03480
12.54,-0.1,0.1,1476670,-38924,12.5413,-0.03479
12.56,-0.1,0.1,1478668,-38929,12.5589,-0.03480
12.58,-0.1,0.1,1480751,-38934,12.5759,-0.03481
12.6,-0.1,0.1,1482756,-38933,12.5929,-0.03481
12.62,-0.1,0.1,1484859,-38922,12.6107,-0.03480
12.64,-0.1,0.1,1486874,-38937,12.6278,-0.03481
12.66,-0.1,0.1,1490976,-38913,12.6626,-0.03478
12.68,-0.1,0.1,1492964,-38927,12.6794,-0.03480
12.7,-0.1,0.1,1494990,-38926,12.6966,-0.03480
12.72,-0.1,0.1,1496930,-38927,12.7131,-0.03480
12.74,-0.1,0.1,1499049,-38939,12.7310,-0.03481
12.76,-0.1,0.1,1501184,-38929,12.7491,-0.03482
12.78,-0.1,0.1,1503266,-38922,12.7668,-0.03480
12.8,-0.1,0.1,1507261,-38921,12.8007,-0.03480
12.82,-0.1,0.1,1509335,-38929,12.8183,-0.03480
12.84,-0.1,0.1,1511396,-38929,12.8357,-0.03482
12.86,-0.1,0.1,1513391,-38958,12.8526,-0.03483
12.88,-0.1,0.1,1515501,-38942,12.8705,-0.03482
12.9,-0.1,0.1,1517524,-38951,12.8877,-0.03482
12.92,-0.1,0.1,1519547,-38957,12.9048,-0.03483
12.94,-0.1,0.1,1523637,-38946,12.9395,-0.03482
12.96,-0.1,0.1,1525605,-38957,12.9562,-0.03483
12.98,-0.1,0.1,1527595,-38964,12.9731,-0.03484
13.0,-0.1,0.1,1529634,-38953,12.9904,-0.03482
13.02,-0.1,0.1,1531771,-38973,13.0085,-0.03484
13.04,-0.1,0.1,1533739,-38971,13.0252,-0.03484
13.06,-0.1,0.1,1535731,-38957,13.0421,-0.03483
13.08,-0.1,0.1,1539884,-38974,13.0773,-0.03485
13.1,-0.1,0.1,1541896,-38978,13.0943,-0.03485
13.12,-0.1,0.1,1543927,-38957,13.1116,-0.03483
13.14,-0.1,0.1,1545980,-38985,13.1290,-0.03485
13.16,-0.1,0.1,1548032,-38972,13.1464,-0.03484
13.18,-0.1,0.1,1550097,-38968,13.1639,-0.03484
13.2,-0.1,0.1,1552159,-38967,13.1813,-0.03484
13.22,-0.1,0.1,1556129,-38973,13.2150,-0.03484
13.24,-0.1,0.1,1558151,-38996,13.2322,-0.03486
13.26,-0.1,0.1,1560194,-39004,13.2495,-0.03487
13.28,-0.1,0.1,1562195,-39007,13.2664,-0.03487
13.3,-0.1,0.1,1564528,-38998,13.2862,-0.03487
13.32,-0.1,0.1,1566764,-38999,13.3052,-0.03487
13.34,-0.1,0.1,1568785,-39000,13.3223,-0.03488
13.36,-0.1,0.1,1572856,-38995,13.3568,-0.03486
13.38,-0.1,0.1,1575003,-38998,13.3750,-0.03487
13.4,-0.1,0.1,1577110,-39024,13.3929,-0.03489
13.42,-0.1,0.1,1579338,-39004,13.4118,-0.03487
13.44,-0.1,0.1,1581406,-39045,13.4293,-0.03491
13.46,-0.1,0.1,1583426,-39030,13.4465,-0.03490
13.48,-0.1,0.1,1585513,-39035,13.4642,-0.03490
13.5,-0.1,0.1,1589657,-39042,13.4993,-0.03491
13.52,-0.1,0.1,1591771,-39039,13.5172,-0.03490
13.54,-0.1,0.1,1593881,-39048,13.5351,-0.03491
13.56,-0.1,0.1,1595980,-39030,13.5529,-0.03492
13.58,-0.1,0.1,1598045,-39038,13.5704,-0.03490
13.6,-0.1,0.1,1600187,-39054,13.5886,-0.03492
13.62,-0.1,0.1,1602166,-39043,13.6061,-0.03491
13.64,-0.1,0.1,1606319,-39052,13.6406,-0.03491
13.66,-0.1,0.1,1608511,-39073,13.6591,-0.03493
13.68,-0.1,0.1,1610578,-39080,13.6767,-0.03494
13.7,-0.1,0.1,1612751,-39057,13.6951,-0.03492
13.72,-0.1,0.1,1614860,-39093,13.7130,-0.03495
13.74,-0.1,0.1,1616947,-39054,13.7307,-0.03492
13.76,-0.1,0.1,1619079,-39085,13.7488,-0.03494
13.78,-0.1,0.1,1623270,-39095,13.7843,-0.03495
13.8,-0.1,0.1,1625358,-39081,13.8020,-0.03494
13.82,-0.1,0.1,1627452,-39116,13.8197,-0.03497
13.84,-0.1,0.1,1629672,-39077,13.8386,-0.03494
13.86,-0.1,0.1,1631700,-39103,13.8558,-0.03496
13.88,-0.1,0.1,1633789,-39101,13.8735,-0.03496
13.9,-0.1,0.1,1635859,-39115,13.8910,-0.03497
13.92,-0.1,0.1,1640081,-39107,13.9264,-0.03496
13.94,-0.1,0.1,1642157,-39117,13.9444,-0.03497
13.96,-0.1,0.1,1644214,-39129,13.9619,-0.03498
13.98,-0.1,0.1,1646413,-39137,13.9805,-0.03499
14.0,-0.1,0.1,1648530,-39103,13.9985,-0.03496
14.02,-0.1,0.1,1650561,-39107,14.0157,-0.03496
14.04,-0.1,0.1,1652734,-39122,14.0334,-0.03498
14.06,-0.1,0.1,1654754,-39124,14.0512,-0.03498
14.08,-0.1,0.1,1658830,-39149,14.0859,-0.03500
14.1,-0.1,0.1,1660956,-39159,14.1038,-0.03501
14.12,-0.1,0.1,1663062,-39135,14.1217,-0.03501
14.14,-0.1,0.1,1665126,-39137,14.1392,-0.03499
14.16,-0.1,0.1,1667132,-39144,14.1562,-0.03500
14.18,-0.1,0.1,1669261,-39195,14.1742,-0.03500
14.2,-0.1,0.1,1671361,-39191,14.1917,-0.03504
14.22,-0.1,0.1,1675495,-39202,14.2271,-0.03505
14.24,-0.1,0.1,1677542,-39183,14.2445,-0.03503
14.26,-0.1,0.1,1679646,-39193,14.2623,-0.03504
14.28,-0.1,0.1,1681741,-39197,14.2801,-0.03504
14.3,-0.1,0.1,1683901,-39164,14.2984,-0.03504
14.32,-0.1,0.1,1685818,-39211,14.3146,-0.03506
14.34,-0.1,0.1,1687963,-39231,14.3328,-0.03507
14.36,-0.1,0.1,1692189,-39208,14.3686,-0.03505
14.38,-0.1,0.1,1694354,-39242,14.3870,-0.03508
14.4,-0.1,0.1,1696471,-39231,14.4050,-0.03507
14.42,-0.1,0.1,1698662,-39250,14.4235,-0.03509
14.44,-0.1,0.1,1700756,-39231,14.4413,-0.03507
14.46,-0.1,0.1,1702775,-39246,14.4584,-0.03509
14.48,-0.1,0.1,1704903,-39258,14.4764,-0.03510
14.5,-0.1,0.1,1708998,-39245,14.5112,-0.03509
14.52,-0.1,0.1,1711082,-39281,14.5288,-0.03512
14.54,-0.1,0.1,1713109,-39277,14.5460,-0.03512
14.56,-0.1,0.1,1715198,-39275,14.5637,-0.03511
14.58,-0.1,0.1,1717230,-39284,14.5810,-0.03512
14.6,-0.1,0.1,1719269,-39290,14.5983,-0.03511
14.62,-0.1,0.1,1721259,-39299,14.6151,-0.03514
14.64,-0.1,0.1,1725344,-39296,14.6498,-0.03513
14.66,-0.1,0.1,1727436,-39278,14.6675,-0.03512
14.68,-0.1,0.1,1729480,-39307,14.6848,-0.03514
14.7,-0.1,0.1,1731538,-39318,14.7023,-0.03515
14.72,-0.1,0.1,1733534,-39305,14.7192,-0.03514
14.74,-0.1,0.1,1735617,-39326,14.7369,-0.03516
14.76,-0.1,0.1,1737580,-39339,14.7535,-0.03517
14.78,-0.1,0.1,1741662,-39313,14.7881,-0.03515
14.8,-0.1,0.1,1743696,-39332,14.8054,-0.03517
14.82,-0.1,0.1,1745797,-39337,14.8232,-0.03517
14.84,-0.1,0.1,1747868,-39329,14.8407,-0.03516
14.86,-0.1,0.1,1749924,-39384,14.8582,-0.03521
14.88,-0.1,0.1,1751920,-39348,14.8751,-0.03518
14.9,-0.1,0.1,1753918,-39376,14.8920,-0.03520
14.92,-0.1,0.1,1757946,-39405,14.9262,-0.03522
14.94,-0.1,0.1,1760028,-39407,14.9438,-0.03523
14.96,-0.1,0.1,1762031,-39399,14.9608,-0.03523
14.98,-0.1,0.1,1764169,-39361,14.9790,-0.03519
15.0,-0.1,0.1,1766289,-39379,14.9969,-0.03521
15.02,-0.1,0.1,1768305,-39390,15.0140,-0.03522
15.04,-0.1,0.1,1770373,-39391,15.0316,-0.03522
15.06,-0.1,0.1,1774456,-39419,15.0662,-0.03523
15.08,-0.1,0.1,1776586,-39410,15.0842,-0.03523
15.1,-0.1,0.1,1778637,-39404,15.1016,-0.03523
15.12,-0.1,0.1,1780801,-39433,15.1200,-0.03526
15.14,-0.1,0.1,1782774,-39415,15.1367,-0.03524
15.16,-0.1,0.1,1784880,-39439,15.1546,-0.03526
15.18,-0.1,0.1,1786903,-39462,15.1717,-0.03528
15.2,-0.1,0.1,1790987,-39464,15.2063,-0.03527
15.22,-0.1,0.1,1793009,-39449,15.2235,-0.03527
15.24,-0.1,0.1,1795045,-39477,15.2407,-0.03527
15.26,-0.1,0.1,1797198,-39470,15.2590,-0.03529
15.28,-0.1,0.1,1799223,-39499,15.2762,-0.03531
15.3,-0.1,0.1,1801250,-39505,15.2934,-0.03532
15.32,-0.1,0.1,1803186,-39504,15.3098,-0.03532
15.34,-0.1,0.1,1807291,-39508,15.3446,-0.03532
15.36,-0.1,0.1,1809392,-39509,15.3624,-0.03532
15.38,-0.1,0.1,1811441,-39519,15.3798,-0.03533
15.4,-0.1,0.1,1813584,-39515,15.3979,-0.03533
15.42,-0.1,0.1,1815675,-39507,15.4157,-0.03535
15.44,-0.1,0.1,1817725,-39518,15.4330,-0.03533
15.46,-0.1,0.1,1819772,-39532,15.4504,-0.03534
15.48,-0.1,0.1,1823855,-39561,15.4850,-0.03537
15.5,-0.1,0.1,1825930,-39574,15.5026,-0.03538
15.52,-0.1,0.1,1827969,-39594,15.5199,-0.03540
15.54,-0.1,0.1,1830217,-39588,15.5390,-0.03537
15.56,-0.1,0.1,1832419,-39589,15.5576,-0.03539
15.58,-0.1,0.1,1834458,-39580,15.5749,-0.03539
15.6,-0.1,0.1,1836573,-39586,15.5929,-0.03542
15.62,-0.1,0.1,1838680,-39620,15.6104,-0.03542
15.64,-0.1,0.1,1842877,-39639,15.6463,-0.03544
15.66,-0.1,0.1,1845043,-39619,15.6647,-0.03542
15.68,-0.1,0.1,1847044,-39664,15.6824,-0.03546
15.7,-0.1,0.1,1849188,-39656,15.6998,-0.03545
15.72,-0.1,0.1,1851242,-39637,15.7172,-0.03544
15.74,-0.1,0.1,1853447,-39650,15.7359,-0.03545
15.76,-0.1,0.1,1855486,-39655,15.7532,-0.03545
15.78,-0.1,0.1,1859755,-39673,15.7894,-0.03547
15.8,-0.1,0.1,1861868,-39727,15.8073,-0.03552
15.82,-0.1,0.1,1863947,-39706,15.8250,-0.03550
15.84,-0.1,0.1,1866018,-39719,15.8425,-0.03551
15.86,-0.1,0.1,1868120,-39708,15.8603,-0.03550
15.88,-0.1,0.1,1870122,-39734,15.8773,-0.03552
15.9,-0.1,0.1,1872273,-39738,15.8956,-0.03553
15.92,-0.1,0.1,1876520,-39729,15.9316,-0.03552
15.94,-0.1,0.1,1878735,-39758,15.9503,-0.03555
15.96,-0.1,0.1,1880829,-39734,15.9681,-0.03552
15.98,-0.1,0.1,1882892,-39767,15.9856,-0.03554
16.0,-0.1,0.1,1885014,-39750,16.0034,-0.03554
16.02,-0.1,0.1,1887043,-39784,16.0208,-0.03557
16.04,-0.1,0.1,1889116,-39772,16.0384,-0.03556
16.06,-0.1,0.1,1893399,-39798,16.0747,-0.03558
16.08,-0.1,0.1,1895596,-39799,16.0933,-0.03558
16.1,-0.1,0.1,1897725,-39803,16.1114,-0.03558
16.12,-0.1,0.1,1899765,-39801,16.1287,-0.03558
16.14,-0.1,0.1,1901856,-39801,16.1464,-0.03558
16.16,-0.1,0.1,1903978,-39849,16.1644,-0.03563
16.18,-0.1,0.1,1905970,-39828,16.1813,-0.03561
16.2,-0.1,0.1,1910141,-39884,16.2166,-0.03566
16.22,-0.1,0.1,1912388,-39871,16.2357,-0.03565
16.24,-0.1,0.1,1914497,-39846,16.2536,-0.03562
16.26,-0.1,0.1,1916616,-39871,16.2715,-0.03565
16.28,-0.1,0.1,1918624,-39903,16.2886,-0.03567
16.3,-0.1,0.1,1920723,-39882,16.3064,-0.03566
16.32,-0.1,0.1,1922883,-39901,16.3247,-0.03567
16.34,-0.1,0.1,1927044,-39908,16.3599,-0.03568
16.36,-0.1,0.1,1929177,-39926,16.3780,-0.03572
16.38,-0.1,0.1,1931244,-39967,16.3956,-0.03573
16.4,-0.1,0.1,1933340,-39935,16.4133,-0.03570
16.42,-0.1,0.1,1935413,-39957,16.4309,-0.03572
16.44,-0.1,0.1,1937395,-39958,16.4477,-0.03572
16.46,-0.1,0.1,1939506,-39975,16.4656,-0.03574
16.48,-0.1,0.1,1943732,-39957,16.5014,-0.03574
16.5,-0.1,0.1,1945871,-39998,16.5196,-0.03576
16.52,-0.1,0.1,1947957,-39989,16.5373,-0.03575
16.54,-0.1,0.1,1949945,-40032,16.5542,-0.03579
16.56,-0.1,0.1,1952088,-40038,16.5723,-0.03580
16.58,-0.1,0.1,1954294,-40053,16.5903,-0.03581
16.6,-0.1,0.1,1956403,-40014,16.6089,-0.03577
16.62,-0.1,0.1,1960675,-40035,16.6451,-0.03579
16.64,-0.1,0.1,1962828,-40050,16.6634,-0.03581
16.66,-0.1,0.1,1964999,-40099,16.6818,-0.03581
16.68,-0.1,0.1,1967091,-40105,16.6995,-0.03586
16.7,-0.1,0.1,1969173,-40105,16.7172,-0.03586
16.72,-0.1,0.1,1971195,-40107,16.7343,-0.03586
16.74,-0.1,0.1,1973237,-40096,16.7516,-0.03585
16.76,-0.1,0.1,1977305,-40137,16.7861,-0.03588
16.78,-0.1,0.1,1979352,-40142,16.8035,-0.03589
16.8,-0.1,0.1,1981340,-40165,16.8203,-0.03591
16.82,-0.1,0.1,1983415,-40150,16.8379,-0.03590
16.84,-0.1,0.1,1985459,-40163,16.8552,-0.03591
16.86,-0.1,0.1,1987435,-40184,16.8720,-0.03593
16.88,-0.1,0.1,1989497,-40190,16.8895,-0.03593
16.9,-0.1,0.1,1993556,-40207,16.9239,-0.03595
16.92,-0.1,0.1,1995564,-40221,16.9409,-0.03596
16.94,-0.1,0.1,1997647,-40242,16.9586,-0.03598
16.96,-0.1,0.1,1999648,-40200,16.9755,-0.03598
16.98,-0.1,0.1,2001653,-40252,16.9925,-0.03599
17.0,-0.1,0.1,2003602,-40264,17.0091,-0.03600
17.02,-0.1,0.1,2005699,-40242,17.0269,-0.03598
17.04,-0.1,0.1,2009720,-40304,17.0609,-0.03603
17.06,-0.1,0.1,2011837,-40299,17.0789,-0.03601
17.08,-0.1,0.1,2013916,-40315,17.0965,-0.03604
17.1,-0.1,0.1,2015950,-40305,17.1138,-0.03604
17.12,-0.1,0.1,2017920,-40319,17.1305,-0.03605
17.14,-0.1,0.1,2019994,-40319,17.1481,-0.03605
17.16,-0.1,0.1,2022057,-40336,17.1656,-0.03606
17.18,-0.1,0.1,2023991,-40361,17.1819,-0.03609
17.2,-0.1,0.1,2028131,-40365,17.2171,-0.03609
17.22,-0.1,0.1,2030222,-40341,17.2348,-0.03607
17.24,-0.1,0.1,2032287,-40360,17.2523,-0.03608
17.26,-0.1,0.1,2034370,-40406,17.2700,-0.03613
17.28,-0.1,0.1,2036383,-40392,17.2870,-0.03611
17.3,-0.1,0.1,2038444,-40425,17.3045,-0.03614
17.32,-0.1,0.1,2040418,-40431,17.3212,-0.03615
17.34,-0.1,0.1,2044606,-40420,17.3567,-0.03614
17.36,-0.1,0.1,2046727,-40459,17.3747,-0.03618
17.38,-0.1,0.1,2048758,-40460,17.3919,-0.03617
17.4,-0.1,0.1,2050769,-40487,17.4090,-0.03619
17.42,-0.1,0.1,2052797,-40498,17.4261,-0.03621
17.44,-0.1,0.1,2054881,-40453,17.4439,-0.03617
17.46,-0.1,0.1,2056904,-40483,17.4610,-0.03619
17.48,-0.1,0.1,2061027,-40522,17.4960,-0.03623
17.5,-0.1,0.1,2063189,-40521,17.5143,-0.03623
17.52,-0.1,0.1,2065147,-40540,17.5309,-0.03625
17.54,-0.1,0.1,2067148,-40561,17.5479,-0.03626
17.56,-0.1,0.1,2069137,-40553,17.5647,-0.03626
17.58,-0.1,0.1,2071140,-40572,17.5817,-0.03627
17.6,-0.1,0.1,2073187,-40569,17.5991,-0.03627
17.62,-0.1,0.1,2077364,-40572,17.6345,-0.03627
17.64,-0.1,0.1,2079401,-40604,17.6518,-0.03630
17.66,-0.1,0.1,2081475,-40632,17.6693,-0.03633
17.68,-0.1,0.1,2083531,-40638,17.6868,-0.03633
17.7,-0.1,0.1,2085501,-40637,17.7035,-0.03633
17.72,-0.1,0.1,2087563,-40652,17.7210,-0.03635
17.74,-0.1,0.1,2089437,-40677,17.7369,-0.03637
17.76,-0.1,0.1,2093624,-40697,17.7724,-0.03639
17.78,-0.1,0.1,2095964,-40686,17.7922,-0.03638
17.8,-0.1,0.1,2098171,-40749,17.8109,-0.03643
17.82,-0.1,0.1,2100296,-40732,17.8289,-0.03642
17.84,-0.1,0.1,2102448,-40723,17.8472,-0.03641
17.86,-0.1,0.1,2104653,-40759,17.8659,-0.03644
17.88,-0.1,0.1,2106874,-40769,17.8847,-0.03645
17.9,-0.1,0.1,2111085,-40783,17.9204,-0.03646
17.92,-0.1,0.1,2113195,-40796,17.9383,-0.03647
17.94,-0.1,0.1,2115386,-40802,17.9569,-0.03648
17.96,-0.1,0.1,2117619,-40830,17.9758,-0.03650
17.98,-0.1,0.1,2119727,-40829,17.9937,-0.03650
18.0,-0.1,0.1,2121865,-40835,18.0118,-0.03651
18.02,-0.1,0.1,2123951,-40871,18.0295,-0.03654
18.04,-0.1,0.1,2128216,-40911,18.0657,-0.03658
18.06,-0.1,0.1,2130447,-40896,18.0846,-0.03656
18.08,-0.1,0.1,2132597,-40910,18.1028,-0.03658
18.1,-0.1,0.1,2134745,-40920,18.1210,-0.03657
18.12,-0.1,0.1,2136865,-40938,18.1391,-0.03660
18.14,-0.1,0.1,2139020,-40956,18.1573,-0.03662
18.16,-0.1,0.1,2141182,-40987,18.1756,-0.03664
18.18,-0.1,0.1,2145519,-40998,18.2124,-0.03665
18.2,-0.1,0.1,2147707,-41012,18.2309,-0.03667
18.22,-0.1,0.1,2149871,-41020,18.2493,-0.03667
18.24,-0.1,0.1,2151965,-41047,18.2670,-0.03670
18.26,-0.1,0.1,2154173,-41054,18.2857,-0.03670
18.28,-0.1,0.1,2156329,-41071,18.3040,-0.03672
18.3,-0.1,0.1,2158473,-41071,18.3222,-0.03672
18.32,-0.1,0.1,2162862,-41069,18.3594,-0.03672
18.34,-0.1,0.1,2165014,-41127,18.3777,-0.03677
18.36,-0.1,0.1,2167153,-41124,18.3958,-0.03677
18.38,-0.1,0.1,2169181,-41123,18.4130,-0.03677
18.4,-0.1,0.1,2171323,-41143,18.4312,-0.03678
18.42,-0.1,0.1,2173483,-41193,18.4495,-0.03683
18.44,-0.1,0.1,2175588,-41165,18.4673,-0.03680
18.46,-0.1,0.1,2179921,-41221,18.5037,-0.03685
18.48,-0.1,0.1,2182072,-41212,18.5223,-0.03685
18.5,-0.1,0.1,2184280,-41264,18.5410,-0.03689
18.52,-0.1,0.1,2186451,-41211,18.5594,-0.03685
18.54,-0.1,0.1,2188593,-41263,18.5776,-0.03689
18.56,-0.1,0.1,2190666,-41270,18.5952,-0.03690
18.58,-0.1,0.1,2192739,-41278,18.6127,-0.03690
18.6,-0.1,0.1,2197065,-41295,18.6494,-0.03692
18.62,-0.1,0.1,2199227,-41353,18.6678,-0.03697
18.64,-0.1,0.1,2201273,-41364,18.6851,-0.03698
18.66,-0.1,0.1,2203498,-41361,18.7040,-0.03697
18.68,-0.1,0.1,2205573,-41391,18.7216,-0.03701
18.7,-0.1,0.1,2207677,-41369,18.7394,-0.03699
18.72,-0.1,0.1,2209822,-41402,18.7576,-0.03701
18.74,-0.1,0.1,2211955,-41439,18.7757,-0.03705
18.76,-0.1,0.1,2216193,-41453,18.8116,-0.03706
18.78,-0.1,0.1,2218467,-41450,18.8309,-0.03706
18.8,-0.1,0.1,2220570,-41461,18.8487,-0.03707
18.82,-0.1,0.1,2222708,-41501,18.8668,-0.03710
18.84,-0.1,0.1,2224810,-41489,18.8847,-0.03709
18.86,-0.1,0.1,2227046,-41509,18.9036,-0.03711
18.88,-0.1,0.1,2229239,-41530,18.9222,-0.03713
18.9,-0.1,0.1,2233664,-41564,18.9597,-0.03716
18.92,-0.1,0.1,2235691,-41582,18.9769,-0.03718
18.94,-0.1,0.1,2237781,-41598,18.9946,-0.03720
18.96,-0.1,0.1,2239848,-41614,19.0122,-0.03721
18.98,-0.1,0.1,2241965,-41620,19.0301,-0.03721
19.0,-0.1,0.1,2243893,-41614,19.0465,-0.03721
19.02,-0.1,0.1,2246028,-41641,19.0646,-0.03723
19.04,-0.1,0.1,2250146,-41678,19.0995,-0.03726
19.06,-0.1,0.1,2252169,-41694,19.1166,-0.03729
19.08,-0.1,0.1,2254143,-41715,19.1334,-0.03730
19.1,-0.1,0.1,2256203,-41730,19.1508,-0.03731
19.12,-0.1,0.1,2258275,-41778,19.1684,-0.03735
19.14,-0.1,0.1,2260293,-41780,19.1855,-0.03735
19.16,-0.1,0.1,2262230,-41803,19.2019,-0.03737
19.18,-0.1,0.1,2266444,-41814,19.2377,-0.03738
19.2,-0.1,0.1,2268432,-41830,19.2545,-0.03740
19.22,-0.1,0.1,2270417,-41849,19.2714,-0.03742
19.24,-0.1,0.1,2272522,-41882,19.2892,-0.03744
19.26,-0.1,0.1,2274545,-41874,19.3064,-0.03744
19.28,-0.1,0.1,2276577,-41880,19.3236,-0.03744
19.3,-0.1,0.1,2278679,-41900,19.3414,-0.03746
19.32,-0.1,0.1,2282758,-41942,19.3760,-0.03750
19.34,-0.1,0.1,2284815,-41985,19.3934,-0.03754
19.36,-0.1,0.1,2286869,-41982,19.4109,-0.03753
19.38,-0.1,0.1,2288884,-41991,19.4279,-0.03754
19.4,-0.1,0.1,2290942,-41987,19.4454,-0.03754
19.42,-0.1,0.1,2292923,-42040,19.4622,-0.03759
19.44,-0.1,0.1,2294924,-42036,19.4792,-0.03758
19.46,-0.1,0.1,2299156,-42073,19.5150,-0.03762
19.48,-0.1,0.1,2301217,-42097,19.5325,-0.03764
19.5,-0.1,0.1,2303246,-42125,19.5497,-0.03766
19.52,-0.1,0.1,2305349,-42134,19.5677,-0.03767
19.54,-0.1,0.1,2307397,-42125,19.5849,-0.03766
19.56,-0.1,0.1,2309405,-42163,19.6019,-0.03770
19.58,-0.1,0.1,2311557,-42211,19.6202,-0.03774
19.6,-0.1,0.1,2315664,-42238,19.6550,-0.03775
19.62,-0.1,0.1,2317772,-42261,19.6729,-0.03778
19.64,-0.1,0.1,2319799,-42257,19.6901,-0.03778
19.66,-0.1,0.1,2321876,-42284,19.7077,-0.03780
19.68,-0.1,0.1,2323958,-42288,19.7253,-0.03781
19.7,-0.1,0.1,2325972,-42332,19.7424,-0.03785
19.72,-0.1,0.1,2327951,-42333,19.7592,-0.03785
19.74,-0.1,0.1,2332121,-42347,19.7945,-0.03786
19.76,-0.1,0.1,2334170,-42376,19.8119,-0.03789
19.78,-0.1,0.1,2336235,-42386,19.8293,-0.03790
19.8,-0.1,0.1,2338184,-42438,19.8459,-0.03794
19.82,-0.1,0.1,2340283,-42422,19.8637,-0.03795
19.84,-0.1,0.1,2342347,-42464,19.8807,-0.03797
19.86,-0.1,0.1,2344339,-42466,19.8981,-0.03797
19.88,-0.1,0.1,2348510,-42533,19.9335,-0.03803
19.9,-0.1,0.1,2350598,-42551,19.9512,-0.03804
19.92,-0.1,0.1,2352649,-42546,19.9686,-0.03804
19.94,-0.1,0.1,2354623,-42590,19.9853,-0.03807
19.96,-0.1,0.1,2356738,-42630,20.0033,-0.03811
19.98,-0.1,0.1,2358760,-42613,20.0204,-0.03810
