UsbSMU Set Voltage,UsbSMU Set Current Min,UsbSMU Set Current Max,UsbSMU Meas ADC Voltage,UsbSMU Meas ADC Current,UsbSMU Meas Voltage,UsbSMU Meas Current
0.0,-1,1,14323.0,-15970.0,0.021133454516530037,0.00017017850768752396
0.2,-1,1,17529.0,-15404.0,0.04321114718914032,0.00026452436577528715
0.4,-1,1,46481.0,-13622.0,0.24258528649806976,0.00018495740368962288
0.6000000000000001,-1,1,74665.0,-11686.0,0.4366706609725952,0.00016381825844291598
0.8,-1,1,100091.0,-9955.0,0.6117634773254395,0.00014039679081179202
1.0,-1,1,125588.0,-8134.0,0.7873451709747314,0.0001407400704920292
1.2,-1,1,153756.0,-6201.0,0.9813204407691956,0.00011908087617484853
1.4000000000000001,-1,1,179859.0,-4379.0,1.1610753536224365,0.0001076020416803658
1.6,-1,1,205961.0,-2557.0,1.3408232927322388,9.614341979613528e-05
1.8,-1,1,234477.0,-582.0,1.5371949672698975,7.928631384856999e-05
2.0,-1,1,260536.0,1236.0,1.7166467905044556,6.75672126817517e-05
2.2,-1,1,286529.0,3038.0,1.895644187927246,5.268862150842324e-05
2.4,-1,1,315263.0,5021.0,2.0935170650482178,3.371692218934186e-05
2.6,-1,1,341555.0,6884.0,2.274573564529419,2.9935281418147497e-05
2.8000000000000003,-1,1,367223.0,8650.0,2.4513328075408936,1.14746144390665e-05
3.0,-1,1,395458.0,10666.0,2.6457693576812744,1.1701396033458877e-05
3.2,-1,1,421138.0,12445.0,2.8226113319396973,-3.3619107853155583e-06
3.4000000000000004,-1,1,447099.0,14226.0,3.0013883113861084,-2.347654299228452e-05
3.6,-1,1,475545.0,16213.0,3.197277784347534,-3.557785021257587e-05
3.8000000000000003,-1,1,502122.0,18093.0,3.3802969455718994,-4.0293551137438044e-05
4.0,-1,1,528352.0,19903.0,3.5609261989593506,-5.76660931983497e-05
4.2,-1,1,558416.0,21984.0,3.767958164215088,-7.577821816084906e-05
4.4,-1,1,585592.0,23879.0,3.95510196685791,-8.825883560348302e-05
4.6000000000000005,-1,1,612666.0,25779.0,4.141543865203857,-9.730508463690057e-05
4.8,-1,1,642851.0,27898.0,4.3494086265563965,-0.00010719941201386973
5.0,-1,1,670548.0,29823.0,4.540140628814697,-0.00012169179535703734
5.2,-1,1,698671.0,31762.0,4.7338056564331055,-0.00014077281230129302
5.4,-1,1,729141.0,33909.0,4.943633556365967,-0.00014852595631964505
5.6000000000000005,-1,1,757243.0,35857.0,5.1371541023254395,-0.0001646696764510125
5.800000000000001,-1,1,788260.0,38007.0,5.3507490158081055,-0.00018250710854772478
6.0,-1,1,816725.0,39912.0,5.546769142150879,-0.00021793137420900166
6.2,-1,1,845399.0,42014.0,5.744228839874268,-0.0002024082059506327
6.4,-1,1,878202.0,44236.0,5.970122337341309,-0.00023576515377499163
6.6000000000000005,-1,1,907641.0,46399.0,6.172850131988525,-0.00021845204173587263
6.800000000000001,-1,1,945104.0,48477.0,6.43083381652832,-0.0003851632645819336
7.0,-1,1,972745.0,50783.0,6.621180057525635,-0.0002919303369708359
7.2,-1,1,1003311.0,52982.0,6.831668853759766,-0.000287049071630463
7.4,-1,1,1034593.0,55217.0,7.047088146209717,-0.0002863930712919682
7.6000000000000005,-1,1,1069198.0,57715.0,7.285390853881836,-0.00027851146296598017
7.800000000000001,-1,1,1196925.0,65895.0,8.164965629577637,-0.0005404487601481378
8.0,-1,1,1224463.0,67702.0,8.354602813720703,-0.000584783439990133
8.200000000000001,-1,1,1254880.0,69811.0,8.564064979553223,-0.0006021079025231302
8.4,-1,1,1282580.0,71685.0,8.754817962646484,-0.0006309327436611056
8.6,-1,1,1310245.0,73720.0,8.945328712463379,-0.0006140051409602165
8.8,-1,1,1341310.0,75783.0,9.159255027770996,-0.0006571465055458248
9.0,-1,1,1369810.0,77778.0,9.35551643371582,-0.000668086635414511
9.200000000000001,-1,1,1398471.0,79764.0,9.552886009216309,-0.00068475870648399
9.4,-1,1,1429753.0,81886.0,9.768305778503418,-0.0007157243671827018
9.6,-1,1,1458142.0,83783.0,9.963802337646484,-0.0007518682396039367
9.8,-1,1,1486736.0,85701.0,10.160711288452148,-0.000786233285907656
10.0,-1,1,1518246.0,87808.0,10.377700805664062,-0.0008259477326646447
10.200000000000001,-1,1,1546139.0,89858.0,10.569782257080078,-0.0008093767683021724
10.4,-1,1,1573798.0,91754.0,10.760251998901367,-0.0008312222780659795
10.600000000000001,-1,1,1604391.0,93718.0,10.970927238464355,-0.0008926386944949627
10.8,-1,1,1632239.0,95433.0,11.162698745727539,-0.0009689065045677125
11.0,-1,1,1659985.0,97604.0,11.353768348693848,-0.0009155438747256994
11.200000000000001,-1,1,1690953.0,99650.0,11.567025184631348,-0.0009615009767003357
11.4,-1,1,1718903.0,101599.0,11.759498596191406,-0.000974328606389463
11.600000000000001,-1,1,1747043.0,103513.0,11.95328140258789,-0.0010007473174482584
11.8,-1,1,1777979.0,105699.0,12.166318893432617,-0.001006893115118146
12.0,-1,1,1806064.0,107574.0,12.359722137451172,-0.0010431224945932627
12.200000000000001,-1,1,1834085.0,109534.0,12.55268383026123,-0.0010542853269726038
12.4,-1,1,1865011.0,111424.0,12.765652656555176,-0.0011430601589381695
12.600000000000001,-1,1,1893249.0,113458.0,12.96010971069336,-0.0011378544149920344
12.8,-1,1,1921182.0,115463.0,13.152466773986816,-0.0011346760438755155
13.0,-1,1,1951981.0,117436.0,13.3645601272583,-0.0011976847890764475
13.200000000000001,-1,1,1979646.0,119430.0,13.555070877075195,-0.0011922292178496718
