set_voltage,set_current_min,set_current_max,adc_voltage,adc_current,meas_voltage,meas_current
3.75,-0.5,0.5,439159,84491,3.7444,0.07787
3.8,-0.5,0.5,445303,85641,3.7965,0.07890
3.85,-0.5,0.5,451332,86747,3.8476,0.07988
3.9,-0.5,0.5,457351,87903,3.8986,0.08090
3.95,-0.5,0.5,463396,89015,3.9499,0.08189
4.0,-0.5,0.5,469438,90169,4.0011,0.08291
4.05,-0.5,0.5,473438,90905,4.0350,0.08354
4.1,-0.5,0.5,479382,92056,4.0854,0.08456
4.15,-0.5,0.5,485507,93167,4.1373,0.08557
4.2,-0.5,0.5,491509,94314,4.1882,0.08659
4.25,-0.5,0.5,497385,95443,4.2381,0.08759
4.3,-0.5,0.5,503508,96603,4.2900,0.08862
4.35,-0.5,0.5,510054,97866,4.3455,0.08974
4.4,-0.5,0.5,514190,98668,4.3805,0.09042
4.45,-0.5,0.5,520500,99861,4.4341,0.09151
4.5,-0.5,0.5,526715,101060,4.4867,0.09257
4.55,-0.5,0.5,532956,102245,4.5397,0.09362
4.6,-0.5,0.5,539333,103482,4.5937,0.09472
4.65,-0.5,0.5,545563,104701,4.6466,0.09579
4.7,-0.5,0.5,551768,105917,4.6992,0.09684
4.75,-0.5,0.5,556055,106706,4.7355,0.09758
4.8,-0.5,0.5,562368,107918,4.7890,0.09865
4.85,-0.5,0.5,568592,109139,4.8418,0.09974
4.9,-0.5,0.5,574924,110370,4.8955,0.10083
4.95,-0.5,0.5,581136,111565,4.9482,0.10189
5.0,-0.5,0.5,587450,112777,5.0017,0.10296
5.05,-0.5,0.5,591700,113583,5.0373,0.10368
5.1,-0.5,0.5,597901,114764,5.0903,0.10473
5.15,-0.5,0.5,604174,115941,5.1435,0.10577
5.2,-0.5,0.5,610289,117108,5.1954,0.10680
5.25,-0.5,0.5,616550,118336,5.2484,0.10789
5.3,-0.5,0.5,622728,119504,5.3008,0.10891
5.35,-0.5,0.5,628957,120724,5.3536,0.11001
5.4,-0.5,0.5,633316,121487,5.3906,0.11073
5.45,-0.5,0.5,639677,122705,5.4443,0.11177
5.5,-0.5,0.5,645779,123885,5.4963,0.11282
5.55,-0.5,0.5,651893,125034,5.5481,0.11383
5.6,-0.5,0.5,657914,126201,5.5995,0.11487
5.65,-0.5,0.5,663950,127362,5.6503,0.11590
5.7,-0.5,0.5,669876,128467,5.7006,0.11688
5.75,-0.5,0.5,673957,129266,5.7355,0.11759
5.8,-0.5,0.5,679960,130410,5.7861,0.11860
5.85,-0.5,0.5,686018,131598,5.8375,0.11966
5.9,-0.5,0.5,692147,132736,5.8894,0.12067
5.95,-0.5,0.5,698172,133880,5.9405,0.12168
6.0,-0.5,0.5,704215,135056,5.9917,0.12272
6.05,-0.5,0.5,710272,136200,6.0431,0.12374
6.1,-0.5,0.5,714325,136982,6.0775,0.12442
6.15,-0.5,0.5,720459,138162,6.1295,0.12548
6.2,-0.5,0.5,726524,139290,6.1809,0.12648
6.25,-0.5,0.5,732505,140427,6.2316,0.12747
6.3,-0.5,0.5,738567,141606,6.2830,0.12853
6.35,-0.5,0.5,744763,142767,6.3352,0.12956
6.4,-0.5,0.5,748789,143525,6.3697,0.13023
6.45,-0.5,0.5,754830,144737,6.4214,0.13131
6.5,-0.5,0.5,760934,145860,6.4724,0.13231
6.55,-0.5,0.5,766958,146998,6.5237,0.13334
6.6,-0.5,0.5,773473,148249,6.5790,0.13442
6.65,-0.5,0.5,779775,149452,6.6324,0.13549
6.7,-0.5,0.5,786143,150663,6.6864,0.13657
6.75,-0.5,0.5,790285,151466,6.7215,0.13728
6.8,-0.5,0.5,796484,152676,6.7741,0.13835
6.85,-0.5,0.5,802821,153848,6.8278,0.13939
6.9,-0.5,0.5,809154,155035,6.8815,0.14044
6.95,-0.5,0.5,815321,156238,6.9338,0.14151
7.0,-0.5,0.5,821675,157470,6.9877,0.14260
7.05,-0.5,0.5,827979,158640,7.0411,0.14364
7.1,-0.5,0.5,832137,159447,7.0764,0.14437
7.15,-0.5,0.5,838503,160620,7.1304,0.14544
7.2,-0.5,0.5,844723,161826,7.1827,0.14647
7.25,-0.5,0.5,850974,163014,7.2360,0.14757
7.3,-0.5,0.5,857267,164253,7.2891,0.14862
7.35,-0.5,0.5,863472,165407,7.3420,0.14966
7.4,-0.5,0.5,869712,166592,7.3950,0.15070
7.45,-0.5,0.5,873781,167381,7.4295,0.15139
7.5,-0.5,0.5,880073,168572,7.4828,0.15245
7.55,-0.5,0.5,886345,169755,7.5358,0.15350
7.6,-0.5,0.5,892574,170965,7.5890,0.15457
7.65,-0.5,0.5,898881,172204,7.6426,0.15567
7.7,-0.5,0.5,905318,173419,7.6971,0.15675
7.75,-0.5,0.5,911563,174556,7.7498,0.15776
7.8,-0.5,0.5,915649,175373,7.7845,0.15848
7.85,-0.5,0.5,921828,176518,7.8369,0.15950
7.9,-0.5,0.5,928011,177705,7.8894,0.16054
7.95,-0.5,0.5,934105,178882,7.9410,0.16159
8.0,-0.5,0.5,940283,180088,7.9932,0.16266
8.05,-0.5,0.5,946384,181249,8.0453,0.16369
8.1,-0.5,0.5,950486,182017,8.0798,0.16437
8.15,-0.5,0.5,956668,183149,8.1323,0.16538
8.2,-0.5,0.5,962831,184371,8.1845,0.16645
8.25,-0.5,0.5,969111,185523,8.2378,0.16748
8.3,-0.5,0.5,975269,186727,8.2901,0.16855
8.35,-0.5,0.5,981530,187938,8.3430,0.16963
8.4,-0.5,0.5,987754,189143,8.3956,0.17069
8.45,-0.5,0.5,991890,189917,8.4309,0.17138
8.5,-0.5,0.5,997990,191083,8.4828,0.17241
8.55,-0.5,0.5,1004215,192283,8.5354,0.17348
8.6,-0.5,0.5,1010413,193424,8.5877,0.17449
8.65,-0.5,0.5,1016592,194638,8.6403,0.17557
8.7,-0.5,0.5,1022784,195826,8.6928,0.17662
8.75,-0.5,0.5,1028847,196966,8.7443,0.17762
8.8,-0.5,0.5,1032949,197745,8.7790,0.17832
8.85,-0.5,0.5,1039568,199054,8.8354,0.17948
8.9,-0.5,0.5,1045983,200181,8.8898,0.18048
8.95,-0.5,0.5,1052373,201464,8.9437,0.18161
9.0,-0.5,0.5,1058791,202656,8.9976,0.18268
9.05,-0.5,0.5,1065070,203869,9.0514,0.18376
9.1,-0.5,0.5,1071448,205100,9.1055,0.18482
