set_voltage,set_current_min,set_current_max,adc_voltage,adc_current,meas_voltage,meas_current
12,-0.1,0,129027,54828,0.9112816,0.0236132
12,-0.1,0.025,284118,141665,1.977091,0.0442258
12,-0.1,0.05,438938,228452,3.0411069,0.0648484
12,-0.1,0.075,595843,316338,4.1191673,0.0857173
12,-0.1,0.1,752461,404268,5.1955709,0.106607
12,-0.1,0.125,907348,490984,6.25945,0.1271773
12,-0.1,0.15,1061781,577457,7.320704,0.1477341
12,-0.1,0.175,1218085,664784,8.394455,0.1684672
12,-0.1,0.2,1373265,751860,9.4595652,0.1891536
12,-0.1,0.225,1526165,838940,10.5088835,0.2099005
12,-0.1,0.225,1525822,838992,10.5088491,0.2099153
12,-0.1,0.2,1372923,752010,9.4583139,0.1891817
12,-0.1,0.175,1217803,664728,8.3916464,0.1684925
12,-0.1,0.15,1061633,577485,7.3199339,0.1477447
12,-0.1,0.125,907152,490884,6.2581034,0.127189
12,-0.1,0.1,752276,404219,5.193716,0.1065999
12,-0.1,0.075,595737,316426,4.1184387,0.0857573
12,-0.1,0.05,438540,228390,3.0396299,0.064843
12,-0.1,0.025,283791,141695,1.9766787,0.0442433
